,structure_id,model,loop_len,rmsd
1404,8VPU,alpha,3.0,0.641
1405,8VPU,rosetta,3.0,1.046
1406,8VPU,alpha,2.0,0.391
1407,8VPU,rosetta,2.0,0.768
1408,8VPU,alpha,5.0,0.427
1409,8VPU,rosetta,5.0,1.015
1410,8VPU,alpha,3.0,0.556
1411,8VPU,rosetta,3.0,0.92
1412,8VPU,alpha,3.0,0.234
1413,8VPU,rosetta,3.0,1.005
1414,8VPU,alpha,6.0,0.553
1415,8VPU,rosetta,6.0,0.94
1416,8VPU,alpha,2.0,0.542
1417,8VPU,rosetta,2.0,0.706
1418,8VPU,alpha,6.0,0.361
1419,8VPU,rosetta,6.0,0.992
1420,8VPU,alpha,5.0,0.506
1421,8VPU,rosetta,5.0,0.871
1422,8VPU,alpha,4.0,0.254
1423,8VPU,rosetta,4.0,0.891
1424,8VPU,alpha,3.0,0.43
1425,8VPU,rosetta,3.0,1.035
1426,8VPU,alpha,4.0,0.428
1427,8VPU,rosetta,4.0,0.925
1428,8VPU,alpha,4.0,0.245
1429,8VPU,rosetta,4.0,0.813
1430,8VPU,alpha,2.0,0.346
1431,8VPU,rosetta,2.0,1.059
1432,8VPU,alpha,5.0,0.254
1433,8VPU,rosetta,5.0,1.145
1434,8VPU,alpha,3.0,0.279
1435,8VPU,rosetta,3.0,1.02
1436,8VPU,alpha,3.0,0.342
1437,8VPU,rosetta,3.0,0.947
1438,8VPU,alpha,3.0,0.362
1439,8VPU,rosetta,3.0,1.274
1440,8VPU,alpha,2.0,0.37
1441,8VPU,rosetta,2.0,0.969
1442,8VPU,alpha,3.0,0.39
1443,8VPU,rosetta,3.0,0.69
1444,8VPU,alpha,3.0,0.732
1445,8VPU,rosetta,3.0,0.807
1446,8VPU,alpha,2.0,0.616
1447,8VPU,rosetta,2.0,0.538
1448,8VPU,alpha,2.0,0.529
1449,8VPU,rosetta,2.0,0.969
1450,8VPU,alpha,6.0,0.624
1451,8VPU,rosetta,6.0,1.007
1452,8VPU,alpha,2.0,0.776
1453,8VPU,rosetta,2.0,1.136
1454,8Q4S,alpha,2.0,0.937
1455,8Q4S,rosetta,2.0,1.766
1456,8Q4S,alpha,1.0,0.722
1457,8Q4S,rosetta,1.0,1.084
1458,8Q4S,alpha,2.0,0.51
1459,8Q4S,rosetta,2.0,0.893
1460,8Q4S,alpha,1.0,0.61
1461,8Q4S,rosetta,1.0,0.765
1462,8Q4S,alpha,7.0,0.603
1463,8Q4S,rosetta,7.0,0.868
1464,8Q4S,alpha,1.0,0.412
1465,8Q4S,rosetta,1.0,0.897
1466,8Q4S,alpha,1.0,0.607
1467,8Q4S,rosetta,1.0,0.979
1468,8Q4S,alpha,4.0,0.6
1469,8Q4S,rosetta,4.0,1.308
1470,8Q4S,alpha,5.0,1.11
1471,8Q4S,rosetta,5.0,0.825
1472,8Q4S,alpha,7.0,0.558
1473,8Q4S,rosetta,7.0,0.83
1474,8Q4S,alpha,1.0,0.684
1475,8Q4S,rosetta,1.0,0.485
1476,8Q4S,alpha,3.0,0.746
1477,8Q4S,rosetta,3.0,0.715
1478,8Q4S,alpha,4.0,1.158
1479,8Q4S,rosetta,4.0,0.923
1480,8Q4S,alpha,4.0,1.999
1481,8Q4S,rosetta,4.0,0.591
1482,8Q4S,alpha,5.0,1.073
1483,8Q4S,rosetta,5.0,0.462
1484,8Q4S,alpha,2.0,1.071
1485,8Q4S,rosetta,2.0,0.862
1486,8Q4S,alpha,2.0,1.004
1487,8Q4S,rosetta,2.0,0.837
1488,8Q4S,alpha,2.0,0.681
1489,8Q4S,rosetta,2.0,0.799
1490,8Q4S,alpha,3.0,0.574
1491,8Q4S,rosetta,3.0,0.635
1492,8Q4S,alpha,3.0,0.429
1493,8Q4S,rosetta,3.0,0.91
1494,8Q4S,alpha,1.0,0.777
1495,8Q4S,rosetta,1.0,0.919
1496,8Q4S,alpha,3.0,1.035
1497,8Q4S,rosetta,3.0,0.883
1498,8Q4S,alpha,2.0,1.06
1499,8Q4S,rosetta,2.0,0.555
1500,8Q4S,alpha,1.0,0.906
1501,8Q4S,rosetta,1.0,0.537
1502,8Q4S,alpha,4.0,0.446
1503,8Q4S,rosetta,4.0,1.033
1504,8Q4S,alpha,2.0,1.05
1505,8Q4S,rosetta,2.0,0.793
1506,8Q4S,alpha,2.0,0.735
1507,8Q4S,rosetta,2.0,0.801
1508,8Q4S,alpha,3.0,1.301
1509,8Q4S,rosetta,3.0,0.835
1510,8Q4S,alpha,4.0,1.016
1511,8Q4S,rosetta,4.0,1.126
1512,8Q4S,alpha,5.0,0.717
1513,8Q4S,rosetta,5.0,0.945
1514,8Q4S,alpha,4.0,0.627
1515,8Q4S,rosetta,4.0,0.848
1516,8Q4S,alpha,3.0,1.112
1517,8Q4S,rosetta,3.0,0.682
1518,8YFL,alpha,4.0,1.394
1519,8YFL,rosetta,4.0,1.245
1520,8YFL,alpha,9.0,0.737
1521,8YFL,rosetta,9.0,1.017
1522,8YFL,alpha,4.0,0.475
1523,8YFL,rosetta,4.0,0.682
1524,8YFL,alpha,7.0,0.662
1525,8YFL,rosetta,7.0,0.959
1526,8YFL,alpha,1.0,0.471
1527,8YFL,rosetta,1.0,0.634
1528,8YFL,alpha,7.0,1.449
1529,8YFL,rosetta,7.0,1.269
1530,8YFL,alpha,13.0,0.679
1531,8YFL,rosetta,13.0,0.839
1532,8YFL,alpha,2.0,1.236
1533,8YFL,rosetta,2.0,1.191
1534,8S8Y,alpha,1.0,0.702
1535,8S8Y,rosetta,1.0,0.946
1536,8S8Y,alpha,2.0,0.616
1537,8S8Y,rosetta,2.0,0.543
1538,8S8Y,alpha,2.0,0.792
1539,8S8Y,rosetta,2.0,0.885
1540,8S8Y,alpha,3.0,0.642
1541,8S8Y,rosetta,3.0,0.893
1542,8S8Y,alpha,8.0,0.511
1543,8S8Y,rosetta,8.0,1.008
1544,8S8Y,alpha,3.0,0.576
1545,8S8Y,rosetta,3.0,0.852
1546,8S8Y,alpha,5.0,0.584
1547,8S8Y,rosetta,5.0,0.542
1548,8S8Y,alpha,12.0,0.449
1549,8S8Y,rosetta,12.0,0.758
1550,8S8Y,alpha,3.0,0.611
1551,8S8Y,rosetta,3.0,0.887
1552,8S8Y,alpha,3.0,0.552
1553,8S8Y,rosetta,3.0,0.689
1554,8S8Y,alpha,7.0,0.538
1555,8S8Y,rosetta,7.0,0.872
1556,8S8Y,alpha,1.0,0.421
1557,8S8Y,rosetta,1.0,0.738
1558,8S8Y,alpha,3.0,0.77
1559,8S8Y,rosetta,3.0,0.542
1560,8S8Y,alpha,4.0,0.793
1561,8S8Y,rosetta,4.0,0.977
1562,8S8Y,alpha,4.0,0.494
1563,8S8Y,rosetta,4.0,0.912
1564,8S8Y,alpha,3.0,0.778
1565,8S8Y,rosetta,3.0,1.03
1566,8S8Y,alpha,4.0,0.455
1567,8S8Y,rosetta,4.0,0.663
1568,8S8Y,alpha,4.0,0.586
1569,8S8Y,rosetta,4.0,0.519
1570,8S8Y,alpha,14.0,0.82
1571,8S8Y,rosetta,14.0,0.981
1572,8S8Y,alpha,1.0,0.602
1573,8S8Y,rosetta,1.0,0.812
1574,8S8Y,alpha,1.0,0.354
1575,8S8Y,rosetta,1.0,0.557
1576,8S8Y,alpha,13.0,0.864
1577,8S8Y,rosetta,13.0,0.697
1578,8S8Y,alpha,5.0,0.628
1579,8S8Y,rosetta,5.0,0.906
1580,8S8Y,alpha,12.0,2.754
1581,8S8Y,rosetta,12.0,2.588
1582,8S8Y,alpha,4.0,0.707
1583,8S8Y,rosetta,4.0,0.763
1584,8S8Y,alpha,4.0,0.828
1585,8S8Y,rosetta,4.0,1.047
1586,8S8Y,alpha,5.0,0.839
1587,8S8Y,rosetta,5.0,0.97
1588,8S8Y,alpha,1.0,0.751
1589,8S8Y,rosetta,1.0,1.041
1590,8S8Y,alpha,3.0,0.725
1591,8S8Y,rosetta,3.0,1.083
1592,8S8Y,alpha,4.0,0.785
1593,8S8Y,rosetta,4.0,0.833
1594,8S8Y,alpha,1.0,0.551
1595,8S8Y,rosetta,1.0,0.997
1596,8S8Y,alpha,13.0,0.534
1597,8S8Y,rosetta,13.0,1.025
1598,8S8Y,alpha,1.0,0.93
1599,8S8Y,rosetta,1.0,1.499
1600,9B1V,alpha,1.0,1.112
1601,9B1V,rosetta,1.0,0.504
1602,9B1V,alpha,5.0,1.388
1603,9B1V,rosetta,5.0,1.067
1604,9B1V,alpha,3.0,0.574
1605,9B1V,rosetta,3.0,0.904
1606,9B1V,alpha,2.0,1.058
1607,9B1V,rosetta,2.0,0.656
1608,9B1V,alpha,3.0,1.405
1609,9B1V,rosetta,3.0,1.186
1610,9B1V,alpha,5.0,1.244
1611,9B1V,rosetta,5.0,0.764
1612,9B1V,alpha,5.0,1.304
1613,9B1V,rosetta,5.0,0.992
1614,9B1V,alpha,4.0,0.877
1615,9B1V,rosetta,4.0,1.28
1616,9B1V,alpha,7.0,1.041
1617,9B1V,rosetta,7.0,1.152
1618,9B1V,alpha,3.0,1.662
1619,9B1V,rosetta,3.0,1.039
1620,9B1V,alpha,5.0,1.55
1621,9B1V,rosetta,5.0,1.143
1622,9B1V,alpha,3.0,1.801
1623,9B1V,rosetta,3.0,1.293
1624,9B1V,alpha,1.0,1.794
1625,9B1V,rosetta,1.0,0.786
1626,9B1V,alpha,1.0,1.714
1627,9B1V,rosetta,1.0,1.173
1628,9B1V,alpha,4.0,1.61
1629,9B1V,rosetta,4.0,1.085
1630,9B1V,alpha,3.0,0.782
1631,9B1V,rosetta,3.0,1.017
1632,9B1V,alpha,3.0,1.33
1633,9B1V,rosetta,3.0,1.197
1634,9B1V,alpha,1.0,0.985
1635,9B1V,rosetta,1.0,0.8
1636,9B1V,alpha,8.0,1.038
1637,9B1V,rosetta,8.0,0.945
1638,9B1V,alpha,1.0,1.358
1639,9B1V,rosetta,1.0,1.153
1640,9B1V,alpha,1.0,1.001
1641,9B1V,rosetta,1.0,0.894
1642,9B1V,alpha,3.0,1.194
1643,9B1V,rosetta,3.0,0.637
1644,9B1V,alpha,4.0,1.051
1645,9B1V,rosetta,4.0,0.96
1646,9B1V,alpha,5.0,1.049
1647,9B1V,rosetta,5.0,1.216
1648,9B1V,alpha,13.0,2.366
1649,9B1V,rosetta,13.0,2.373
1650,9B1V,alpha,3.0,0.694
1651,9B1V,rosetta,3.0,0.922
1652,9B1V,alpha,2.0,0.709
1653,9B1V,rosetta,2.0,1.298
1654,8GAC,alpha,1.0,1.965
1655,8GAC,rosetta,1.0,1.289
1656,8GAC,alpha,2.0,0.977
1657,8GAC,rosetta,2.0,2.232
1658,8GAC,alpha,3.0,0.715
1659,8GAC,rosetta,3.0,1.728
1660,8GAC,alpha,2.0,0.702
1661,8GAC,rosetta,2.0,1.937
1662,8GAC,alpha,3.0,0.411
1663,8GAC,rosetta,3.0,2.014
1664,8GAC,alpha,1.0,1.472
1665,8GAC,rosetta,1.0,1.037
1666,8RLJ,alpha,1.0,0.999
1667,8RLJ,rosetta,1.0,2.244
1668,8RLJ,alpha,4.0,0.577
1669,8RLJ,rosetta,4.0,2.015
1670,8RLJ,alpha,5.0,0.667
1671,8RLJ,rosetta,5.0,1.187
1672,8RLJ,alpha,2.0,0.404
1673,8RLJ,rosetta,2.0,0.838
1674,8RLJ,alpha,3.0,0.534
1675,8RLJ,rosetta,3.0,0.992
1676,8RLJ,alpha,10.0,0.672
1677,8RLJ,rosetta,10.0,0.866
1678,8RLJ,alpha,7.0,0.869
1679,8RLJ,rosetta,7.0,0.823
1680,8RLJ,alpha,2.0,1.275
1681,8RLJ,rosetta,2.0,1.426
1682,8RLJ,alpha,1.0,0.788
1683,8RLJ,rosetta,1.0,0.691
1684,8RLJ,alpha,1.0,0.742
1685,8RLJ,rosetta,1.0,0.856
1686,8RLJ,alpha,2.0,0.563
1687,8RLJ,rosetta,2.0,0.999
1688,8RLJ,alpha,9.0,0.445
1689,8RLJ,rosetta,9.0,1.024
1690,8RLJ,alpha,3.0,0.446
1691,8RLJ,rosetta,3.0,1.046
1692,8RLJ,alpha,8.0,0.455
1693,8RLJ,rosetta,8.0,1.073
1694,8RLJ,alpha,1.0,0.284
1695,8RLJ,rosetta,1.0,0.752
1696,8RLJ,alpha,8.0,0.381
1697,8RLJ,rosetta,8.0,1.189
1698,8RLJ,alpha,5.0,0.45
1699,8RLJ,rosetta,5.0,1.126
1700,8RLJ,alpha,11.0,0.839
1701,8RLJ,rosetta,11.0,1.131
1702,8RLJ,alpha,5.0,0.388
1703,8RLJ,rosetta,5.0,0.877
1704,8RLJ,alpha,11.0,0.544
1705,8RLJ,rosetta,11.0,1.069
1706,8RLJ,alpha,3.0,0.657
1707,8RLJ,rosetta,3.0,0.915
1708,8RLJ,alpha,4.0,0.579
1709,8RLJ,rosetta,4.0,0.604
1710,8RLJ,alpha,6.0,0.53
1711,8RLJ,rosetta,6.0,1.033
1712,8RLJ,alpha,5.0,0.435
1713,8RLJ,rosetta,5.0,0.725
1714,8RLJ,alpha,1.0,0.328
1715,8RLJ,rosetta,1.0,0.877
1716,8RLJ,alpha,3.0,0.489
1717,8RLJ,rosetta,3.0,0.911
1718,8RLJ,alpha,2.0,0.956
1719,8RLJ,rosetta,2.0,1.711
1720,8RLJ,alpha,2.0,0.556
1721,8RLJ,rosetta,2.0,0.642
1722,8RLJ,alpha,2.0,0.418
1723,8RLJ,rosetta,2.0,0.439
1724,8RLJ,alpha,14.0,0.761
1725,8RLJ,rosetta,14.0,1.779
1726,8RLJ,alpha,4.0,0.723
1727,8RLJ,rosetta,4.0,2.136
1728,8RLJ,alpha,4.0,0.411
1729,8RLJ,rosetta,4.0,1.046
1730,8RLJ,alpha,6.0,0.68
1731,8RLJ,rosetta,6.0,1.521
1732,8RLJ,alpha,7.0,0.82
1733,8RLJ,rosetta,7.0,1.059
1734,8RLJ,alpha,3.0,0.509
1735,8RLJ,rosetta,3.0,0.833
1736,8RLJ,alpha,4.0,0.568
1737,8RLJ,rosetta,4.0,0.674
1738,8RLJ,alpha,7.0,0.987
1739,8RLJ,rosetta,7.0,0.989
1740,8RLJ,alpha,2.0,0.665
1741,8RLJ,rosetta,2.0,0.892
1742,8VJV,alpha,16.0,0.633
1743,8VJV,rosetta,16.0,1.074
1744,8VJV,alpha,2.0,0.539
1745,8VJV,rosetta,2.0,1.517
1746,8VJV,alpha,2.0,0.64
1747,8VJV,rosetta,2.0,1.705
1748,8VJV,alpha,1.0,0.556
1749,8VJV,rosetta,1.0,0.88
1750,8VJV,alpha,3.0,0.785
1751,8VJV,rosetta,3.0,1.088
1752,8VJV,alpha,2.0,0.458
1753,8VJV,rosetta,2.0,0.712
1754,8VJV,alpha,2.0,0.724
1755,8VJV,rosetta,2.0,1.446
1756,8VJV,alpha,2.0,0.717
1757,8VJV,rosetta,2.0,1.519
1758,8VJV,alpha,7.0,0.441
1759,8VJV,rosetta,7.0,0.887
1760,8VJV,alpha,4.0,0.647
1761,8VJV,rosetta,4.0,0.672
1762,8VJV,alpha,2.0,0.644
1763,8VJV,rosetta,2.0,0.512
1764,8VJV,alpha,4.0,0.37
1765,8VJV,rosetta,4.0,0.855
1766,8VJV,alpha,3.0,0.607
1767,8VJV,rosetta,3.0,0.608
1768,8VJV,alpha,5.0,0.654
1769,8VJV,rosetta,5.0,0.862
1770,8VJV,alpha,2.0,0.383
1771,8VJV,rosetta,2.0,0.794
1772,8VJV,alpha,3.0,0.579
1773,8VJV,rosetta,3.0,0.622
1774,8VJV,alpha,4.0,0.53
1775,8VJV,rosetta,4.0,0.599
1776,8VJV,alpha,5.0,0.386
1777,8VJV,rosetta,5.0,0.784
1778,8VJV,alpha,7.0,0.54
1779,8VJV,rosetta,7.0,0.953
1780,8VJV,alpha,9.0,0.692
1781,8VJV,rosetta,9.0,0.872
1782,8VJV,alpha,3.0,0.563
1783,8VJV,rosetta,3.0,1.109
1784,8VJV,alpha,1.0,0.642
1785,8VJV,rosetta,1.0,0.887
1786,8VJV,alpha,2.0,0.419
1787,8VJV,rosetta,2.0,0.777
1788,8VJV,alpha,10.0,0.624
1789,8VJV,rosetta,10.0,0.802
1790,8VJV,alpha,5.0,0.482
1791,8VJV,rosetta,5.0,0.956
1792,8VJV,alpha,11.0,0.736
1793,8VJV,rosetta,11.0,0.739
1794,8VJV,alpha,3.0,0.373
1795,8VJV,rosetta,3.0,0.675
1796,8VJV,alpha,4.0,0.815
1797,8VJV,rosetta,4.0,0.504
1798,8VJV,alpha,2.0,0.551
1799,8VJV,rosetta,2.0,0.814
1800,8VJV,alpha,7.0,1.105
1801,8VJV,rosetta,7.0,1.379
1802,8VJV,alpha,2.0,0.679
1803,8VJV,rosetta,2.0,0.567
1804,8VJV,alpha,5.0,0.512
1805,8VJV,rosetta,5.0,0.509
1806,8VJV,alpha,11.0,0.453
1807,8VJV,rosetta,11.0,0.876
1808,8VJV,alpha,1.0,0.617
1809,8VJV,rosetta,1.0,1.07
1810,8VJV,alpha,7.0,0.692
1811,8VJV,rosetta,7.0,1.273
1812,8VJV,alpha,2.0,0.53
1813,8VJV,rosetta,2.0,0.977
1814,8VJV,alpha,7.0,0.788
1815,8VJV,rosetta,7.0,0.93
1816,8VJV,alpha,2.0,0.532
1817,8VJV,rosetta,2.0,0.821
1818,8VJV,alpha,4.0,0.556
1819,8VJV,rosetta,4.0,1.258
1820,8VJV,alpha,1.0,0.469
1821,8VJV,rosetta,1.0,0.606
1822,8VJV,alpha,9.0,0.482
1823,8VJV,rosetta,9.0,0.879
1824,8VJV,alpha,7.0,0.549
1825,8VJV,rosetta,7.0,0.967
1826,8VJV,alpha,7.0,0.378
1827,8VJV,rosetta,7.0,0.641
1828,8VJV,alpha,6.0,0.524
1829,8VJV,rosetta,6.0,0.917
1830,8VJV,alpha,4.0,0.89
1831,8VJV,rosetta,4.0,1.189
1832,9CYQ,alpha,2.0,0.855
1833,9CYQ,rosetta,2.0,0.989
1834,9CYQ,alpha,3.0,0.536
1835,9CYQ,rosetta,3.0,0.941
1836,9CYQ,alpha,6.0,0.568
1837,9CYQ,rosetta,6.0,0.641
1838,9CYQ,alpha,1.0,0.623
1839,9CYQ,rosetta,1.0,0.677
1840,9CYQ,alpha,12.0,0.465
1841,9CYQ,rosetta,12.0,0.659
1842,9CYQ,alpha,7.0,0.528
1843,9CYQ,rosetta,7.0,1.046
1844,9CYQ,alpha,4.0,0.441
1845,9CYQ,rosetta,4.0,0.635
1846,9CYQ,alpha,3.0,0.447
1847,9CYQ,rosetta,3.0,0.557
1848,9CYQ,alpha,4.0,0.375
1849,9CYQ,rosetta,4.0,0.761
1850,9CYQ,alpha,4.0,0.48
1851,9CYQ,rosetta,4.0,0.668
1852,9CYQ,alpha,2.0,0.707
1853,9CYQ,rosetta,2.0,1.492
1854,9CYQ,alpha,13.0,0.944
1855,9CYQ,rosetta,13.0,1.007
1856,9CYQ,alpha,4.0,0.434
1857,9CYQ,rosetta,4.0,0.653
1858,9CYQ,alpha,3.0,0.502
1859,9CYQ,rosetta,3.0,0.67
1860,9CYQ,alpha,5.0,0.501
1861,9CYQ,rosetta,5.0,1.089
1862,9CYQ,alpha,12.0,1.267
1863,9CYQ,rosetta,12.0,1.359
1864,9CYQ,alpha,8.0,0.389
1865,9CYQ,rosetta,8.0,0.964
1866,9CYQ,alpha,6.0,0.412
1867,9CYQ,rosetta,6.0,0.772
1868,9CYQ,alpha,8.0,0.691
1869,9CYQ,rosetta,8.0,1.478
1870,9CYQ,alpha,10.0,0.403
1871,9CYQ,rosetta,10.0,0.902
1872,9CYQ,alpha,6.0,1.399
1873,9CYQ,rosetta,6.0,1.018
1874,9ENI,alpha,7.0,2.055
1875,9ENI,rosetta,7.0,1.654
1876,9ENI,alpha,2.0,0.384
1877,9ENI,rosetta,2.0,0.802
1878,9ENI,alpha,4.0,0.637
1879,9ENI,rosetta,4.0,0.682
1880,9ENI,alpha,6.0,0.677
1881,9ENI,rosetta,6.0,0.967
1882,9ENI,alpha,4.0,0.603
1883,9ENI,rosetta,4.0,1.004
1884,9ENI,alpha,7.0,0.68
1885,9ENI,rosetta,7.0,1.118
1886,9ENI,alpha,5.0,0.549
1887,9ENI,rosetta,5.0,1.018
1888,9ENI,alpha,4.0,1.073
1889,9ENI,rosetta,4.0,1.372
1890,9ENI,alpha,4.0,0.695
1891,9ENI,rosetta,4.0,0.735
1892,9ENI,alpha,3.0,0.518
1893,9ENI,rosetta,3.0,0.831
1894,9ENI,alpha,10.0,0.603
1895,9ENI,rosetta,10.0,1.149
1896,9ENI,alpha,2.0,0.57
1897,9ENI,rosetta,2.0,1.165
1898,9ENI,alpha,8.0,0.953
1899,9ENI,rosetta,8.0,1.206
1900,9ENI,alpha,3.0,1.031
1901,9ENI,rosetta,3.0,1.311
1902,9ENI,alpha,1.0,0.851
1903,9ENI,rosetta,1.0,0.701
1904,9ENI,alpha,3.0,1.365
1905,9ENI,rosetta,3.0,1.625
1906,9ENI,alpha,4.0,0.85
1907,9ENI,rosetta,4.0,0.875
1908,9ENI,alpha,5.0,0.676
1909,9ENI,rosetta,5.0,1.611
1910,9ENI,alpha,5.0,0.671
1911,9ENI,rosetta,5.0,1.903
1912,9ENI,alpha,4.0,0.625
1913,9ENI,rosetta,4.0,1.409
1914,9ENI,alpha,1.0,0.489
1915,9ENI,rosetta,1.0,1.08
1916,9ENI,alpha,6.0,1.319
1917,9ENI,rosetta,6.0,1.31
1918,9ENI,alpha,5.0,0.422
1919,9ENI,rosetta,5.0,0.851
1920,9ENI,alpha,7.0,0.909
1921,9ENI,rosetta,7.0,1.121
1922,9ENI,alpha,4.0,0.584
1923,9ENI,rosetta,4.0,0.939
1924,9ENI,alpha,7.0,0.824
1925,9ENI,rosetta,7.0,1.821
1926,9ENI,alpha,2.0,0.601
1927,9ENI,rosetta,2.0,1.091
1928,9ENI,alpha,1.0,0.53
1929,9ENI,rosetta,1.0,0.804
1930,9ENI,alpha,3.0,0.787
1931,9ENI,rosetta,3.0,0.949
1932,9ENI,alpha,3.0,0.734
1933,9ENI,rosetta,3.0,0.81
1934,9ENI,alpha,7.0,0.642
1935,9ENI,rosetta,7.0,0.893
1936,9ENI,alpha,2.0,0.525
1937,9ENI,rosetta,2.0,1.42
1938,9ENI,alpha,1.0,0.356
1939,9ENI,rosetta,1.0,1.649
1940,9ENI,alpha,3.0,0.495
1941,9ENI,rosetta,3.0,0.735
1942,9ENI,alpha,1.0,0.514
1943,9ENI,rosetta,1.0,0.622
1944,9ENI,alpha,5.0,0.455
1945,9ENI,rosetta,5.0,0.627
1946,9ENI,alpha,6.0,0.465
1947,9ENI,rosetta,6.0,0.835
1948,9ENI,alpha,5.0,0.426
1949,9ENI,rosetta,5.0,1.026
1950,9ENI,alpha,13.0,0.733
1951,9ENI,rosetta,13.0,1.36
1952,9ENI,alpha,7.0,0.884
1953,9ENI,rosetta,7.0,1.43
1954,9ENI,alpha,3.0,0.54
1955,9ENI,rosetta,3.0,0.926
1956,9ENI,alpha,2.0,0.562
1957,9ENI,rosetta,2.0,0.851
1958,9ENI,alpha,10.0,0.71
1959,9ENI,rosetta,10.0,1.052
1960,9ENI,alpha,1.0,0.38
1961,9ENI,rosetta,1.0,1.275
1962,9ENI,alpha,2.0,0.776
1963,9ENI,rosetta,2.0,0.742
1964,9ENI,alpha,2.0,0.919
1965,9ENI,rosetta,2.0,1.16
1966,9ENI,alpha,2.0,0.911
1967,9ENI,rosetta,2.0,0.641
1968,9ENI,alpha,4.0,0.692
1969,9ENI,rosetta,4.0,0.701
1970,9ENI,alpha,11.0,0.673
1971,9ENI,rosetta,11.0,0.769
1972,9ENI,alpha,1.0,0.717
1973,9ENI,rosetta,1.0,1.086
1974,9ENI,alpha,6.0,1.68
1975,9ENI,rosetta,6.0,1.898
1976,9ENI,alpha,2.0,4.822
1977,9ENI,rosetta,2.0,5.01
1978,8TTT,alpha,1.0,0.793
1979,8TTT,rosetta,1.0,1.558
1980,8TTT,alpha,5.0,0.579
1981,8TTT,rosetta,5.0,1.028
1982,8TTT,alpha,4.0,0.611
1983,8TTT,rosetta,4.0,0.968
1984,8TTT,alpha,6.0,0.573
1985,8TTT,rosetta,6.0,1.052
1986,8TTT,alpha,2.0,0.512
1987,8TTT,rosetta,2.0,2.295
1988,8TTT,alpha,4.0,0.607
1989,8TTT,rosetta,4.0,0.918
1990,8TTT,alpha,10.0,1.39
1991,8TTT,rosetta,10.0,2.278
1992,8TTT,alpha,4.0,0.759
1993,8TTT,rosetta,4.0,1.038
1994,8TTT,alpha,5.0,0.857
1995,8TTT,rosetta,5.0,0.967
1996,8TTT,alpha,3.0,0.891
1997,8TTT,rosetta,3.0,0.802
1998,8TTT,alpha,1.0,1.294
1999,8TTT,rosetta,1.0,1.147
2000,8TTT,alpha,3.0,0.72
2001,8TTT,rosetta,3.0,0.706
2002,8TTT,alpha,3.0,0.966
2003,8TTT,rosetta,3.0,1.066
2004,8TTT,alpha,4.0,0.893
2005,8TTT,rosetta,4.0,1.148
2006,8TTT,alpha,1.0,0.595
2007,8TTT,rosetta,1.0,0.771
2008,8TTT,alpha,6.0,0.845
2009,8TTT,rosetta,6.0,1.836
2010,8TTT,alpha,4.0,0.883
2011,8TTT,rosetta,4.0,1.041
2012,8TTT,alpha,5.0,0.8
2013,8TTT,rosetta,5.0,1.773
2014,8TTT,alpha,1.0,0.778
2015,8TTT,rosetta,1.0,0.987
2016,8TTT,alpha,4.0,1.45
2017,8TTT,rosetta,4.0,1.794
2018,8TTT,alpha,7.0,1.126
2019,8TTT,rosetta,7.0,1.499
2020,8TTT,alpha,4.0,0.484
2021,8TTT,rosetta,4.0,1.155
2022,8TTT,alpha,4.0,2.864
2023,8TTT,rosetta,4.0,3.089
2024,8UFY,alpha,16.0,0.608
2025,8UFY,rosetta,16.0,0.91
2026,8UFY,alpha,4.0,0.555
2027,8UFY,rosetta,4.0,0.857
2028,8UFY,alpha,6.0,0.82
2029,8UFY,rosetta,6.0,0.856
2030,8UFY,alpha,7.0,1.622
2031,8UFY,rosetta,7.0,1.51
2032,8UFY,alpha,2.0,0.394
2033,8UFY,rosetta,2.0,0.758
2034,8UFY,alpha,2.0,0.701
2035,8UFY,rosetta,2.0,0.697
2036,8UFY,alpha,3.0,0.26
2037,8UFY,rosetta,3.0,0.722
2038,8UFY,alpha,3.0,0.496
2039,8UFY,rosetta,3.0,0.91
2040,8UFY,alpha,4.0,0.577
2041,8UFY,rosetta,4.0,0.704
2042,8UFY,alpha,2.0,0.454
2043,8UFY,rosetta,2.0,0.574
2044,8UFY,alpha,6.0,0.614
2045,8UFY,rosetta,6.0,0.682
2046,8UFY,alpha,4.0,0.46
2047,8UFY,rosetta,4.0,0.994
2048,8UFY,alpha,2.0,0.673
2049,8UFY,rosetta,2.0,0.505
2050,8UFY,alpha,2.0,0.865
2051,8UFY,rosetta,2.0,0.525
2052,8UFY,alpha,5.0,0.629
2053,8UFY,rosetta,5.0,0.686
2054,8UFY,alpha,9.0,0.731
2055,8UFY,rosetta,9.0,0.975
2056,8UFY,alpha,8.0,0.732
2057,8UFY,rosetta,8.0,1.424
2058,8UFY,alpha,5.0,2.154
2059,8UFY,rosetta,5.0,2.41
2060,8UFY,alpha,3.0,1.37
2061,8UFY,rosetta,3.0,1.04
2062,8UFY,alpha,4.0,0.739
2063,8UFY,rosetta,4.0,0.848
2064,8UFY,alpha,2.0,0.523
2065,8UFY,rosetta,2.0,0.701
2066,8UFY,alpha,4.0,0.424
2067,8UFY,rosetta,4.0,0.733
2068,8UFY,alpha,2.0,0.437
2069,8UFY,rosetta,2.0,0.524
2070,8UFY,alpha,8.0,0.704
2071,8UFY,rosetta,8.0,1.005
2072,8UFY,alpha,5.0,0.456
